2081.97	8.48295e-12	-228.143	-0.00266676	0.00620402
2056.22	8.48909e-12	-225.015	0.00275051	-0.00617003
2031.11	8.50726e-12	-221.886	-0.00283523	0.00613952
2006.6	8.5283e-12	-218.759	0.00292282	-0.00610757
1982.67	8.53877e-12	-215.63	-0.00300683	0.00607129
1959.31	8.55427e-12	-212.502	0.00309177	-0.00603538
1936.49	8.582e-12	-209.375	-0.00318179	0.00600085
1914.2	8.6094e-12	-206.247	0.00326827	-0.00596655
1892.42	8.63766e-12	-203.118	-0.00335114	0.00593322
1871.12	8.67209e-12	-199.99	0.00343793	-0.00589906
1850.3	8.70973e-12	-196.863	-0.00352803	0.0058629
1829.94	8.74695e-12	-193.735	0.00361638	-0.00582602
1810.02	8.78019e-12	-190.607	-0.00370108	0.00578804
1790.53	8.82001e-12	-187.479	0.00378654	-0.00575113
1771.46	8.87723e-12	-184.35	-0.00387548	0.00571854
1752.78	8.9371e-12	-181.222	0.00396424	-0.00568574
1734.5	8.99235e-12	-178.094	-0.00405332	0.00564893
1716.59	9.05051e-12	-174.966	0.00414458	-0.00561025
1699.05	9.10846e-12	-171.838	-0.00423536	0.00557008
1681.87	9.17165e-12	-168.711	0.00432656	-0.00553033
1665.03	9.24666e-12	-165.583	-0.00442039	0.00549246
1648.52	9.3182e-12	-162.455	0.00451363	-0.00545148
1632.34	9.38477e-12	-159.327	-0.00460359	0.00540891
1616.47	9.46753e-12	-156.199	0.00469479	-0.00537152
1600.91	9.56784e-12	-153.071	-0.00479306	0.0053348
1585.64	9.6603e-12	-149.944	0.00489315	-0.00529033
1570.67	9.74006e-12	-146.816	-0.00498806	0.00524201
1555.97	9.83403e-12	-143.688	0.00508311	-0.0051987
1541.54	9.94625e-12	-140.56	-0.00518203	0.0051589
1527.38	1.00588e-11	-137.432	0.00528173	-0.00511623
1513.48	1.01753e-11	-134.305	-0.00538359	0.0050711
1499.83	1.02972e-11	-131.177	0.00548712	-0.0050245
1486.42	1.04188e-11	-128.049	-0.00558973	0.00497623
1473.25	1.05472e-11	-124.922	0.00569355	-0.00492767
1460.32	1.06835e-11	-121.794	-0.00579916	0.00487858
1447.6	1.08292e-11	-118.667	0.00590686	-0.00482941
1435.11	1.0985e-11	-115.539	-0.00601726	0.00477955
1422.83	1.11383e-11	-112.412	0.00612673	-0.00472639
1410.76	1.12976e-11	-109.284	-0.0062365	0.00467311
1398.89	1.14731e-11	-106.157	0.00635037	-0.00462042
1387.22	1.1656e-11	-103.03	-0.0064673	0.00456428
1375.74	1.18469e-11	-99.9024	0.00658594	-0.00450668
1364.46	1.2044e-11	-96.7752	-0.00670506	0.00444823
1353.35	1.22494e-11	-93.648	0.0068261	-0.00438784
1342.42	1.24701e-11	-90.5207	-0.00694985	0.00432837
1331.67	1.26974e-11	-87.3933	0.0070741	-0.00426783
1321.09	1.29367e-11	-84.2662	-0.00720207	0.00420401
1310.68	1.31894e-11	-81.1393	0.00733385	-0.00413718
1300.43	1.34474e-11	-78.0122	-0.00746463	0.00407042
1290.34	1.37257e-11	-74.8852	0.00760069	-0.00400179
1280.4	1.40231e-11	-71.7587	-0.00774277	0.00392847
1270.62	1.43356e-11	-68.6316	0.00788529	-0.00385817
1260.98	1.46668e-11	-65.5052	-0.00803423	0.00378086
1251.49	1.50003e-11	-62.3793	0.00818413	-0.00369547
1242.15	1.53204e-11	-59.2527	-0.00832623	0.00360985
1232.94	1.56949e-11	-56.126	0.00848089	-0.00352776
1223.86	1.60982e-11	-53.0005	-0.00864532	0.00343465
1214.92	1.64799e-11	-49.8738	0.00879805	-0.00334433
1206.11	1.69309e-11	-46.7469	-0.00896656	0.00325814
1197.42	1.74268e-11	-43.6217	0.00914986	-0.00315603
1188.86	1.79248e-11	-40.4967	-0.00933133	0.00304693
1180.42	1.84688e-11	-37.3711	0.00952034	-0.00294028
1172.1	1.9004e-11	-34.2432	-0.00969719	0.00285022
1163.9	1.94892e-11	-31.1192	0.0098695	-0.00271303
1155.81	2.01314e-11	-27.9948	-0.0100767	0.0025845
1147.83	2.06986e-11	-24.8761	0.010275	-0.00238615
1139.96	2.18463e-11	-21.7425	-0.0105751	0.00236762
1132.2	2.21778e-11	-18.6089	0.0106738	-0.00229998
1124.54	2.44796e-11	-15.4984	-0.0112837	0.00206677
1116.99	2.14578e-11	-12.3692	0.0105875	-0.00180395
1109.53	2.39018e-11	-9.25628	-0.0112243	0.00158243
1102.18	3.03678e-11	-6.21271	0.0127655	-0.000536909
1094.92	2.78106e-11	-9.20043	-0.0119932	0.00238007
1087.76	2.78568e-11	-6.08698	0.0120654	-0.0020433
1080.69	2.75007e-11	-3.09972	-0.0121576	0.00016336
1073.71	3.23858e-11	-6.2396	0.013193	-0.000199852
1066.82	3.15323e-11	-3.21427	-0.012953	-0.00131421
1060.02	3.37643e-11	-6.16851	0.0134223	-0.00116036
1053.31	3.36425e-11	-3.1363	-0.0134445	-0.000311302
1046.68	3.73415e-11	-0.0182609	0.0141527	0.000661434
1040.13	4.47598e-11	3.08808	-0.0154597	-0.00126989
1033.67	5.091e-11	0.0237181	0.0165429	7.8129e-05
1027.28	2.4835e-11	3.15314	-0.0115528	-0.000195154
1020.97	1.0886e-10	0.242577	0.0236382	-0.00514062
1014.74	1.72069e-10	2.74705	-0.0277332	-0.0124842
1008.59	5.59358e-11	5.6341	0.0135104	0.0108702
1002.51	1.46354e-10	2.90311	-0.0270557	-0.00739845
996.499	2.54101e-10	4.46675	-0.0100033	0.0355794
990.563	1.89189e-10	5.1124	0.011579	0.0297144
984.697	1.79054e-09	6.45446	0.0971096	-0.0139658
978.9	6.54511e-10	8.78848	-0.0466867	-0.0365895
973.171	7.09089e-10	11.7138	0.0392902	0.0476246
967.509	1.46097e-09	14.0426	0.0108773	-0.0879511
961.912	9.50696e-09	15.637	-0.224951	-0.0224307
956.38	2.36421e-09	15.5394	-0.110554	-0.0220686
950.911	7.14018e-09	13.2169	0.159211	-0.114171
945.504	7.11959e-08	15.4172	-0.587392	-0.194154
940.158	1.19894e-07	15.1551	-0.67096	-0.440821
934.872	3.09216e-07	18.2529	1.04546	0.754495
929.646	1.69898e-07	16.75	-0.505393	0.811105
924.477	3.87787e-06	14.9181	-3.12063	-3.33284
919.366	1.40053e-06	16.8016	-1.32886	2.40061
914.311	3.52581e-05	17.0729	-3.19677	13.3909
909.311	1.04234e-05	17.2977	-0.0712417	7.48518
904.366	3.13207e-05	18.717	12.8078	2.08062
899.474	2.32744e-05	18.298	9.35605	6.13023
894.634	5.39911e-06	15.2633	-4.79564	-2.45472
889.847	2.02341e-05	14.1044	0.637522	-10.4099
885.11	7.55792e-06	12.3226	6.13935	1.71383
880.424	2.61023e-05	10.3923	-6.99537	9.5594
875.787	2.6479e-05	9.34182	-11.8568	-1.32632
871.199	1.11502e-05	7.96055	-0.604293	-7.71847
866.658	9.7927e-06	6.47923	7.15383	-1.21035
862.164	1.14733e-05	6.12355	7.71495	1.46839
857.717	1.56623e-05	6.24772	9.15708	0.586018
853.316	3.63105e-05	5.24672	6.77021	12.2212
848.959	0.000162049	4.42826	-9.07586	28.0847
844.647	0.000486087	3.72285	-43.5039	26.8412
840.378	0.0019017	3.21101	-101.024	4.14185
836.152	0.00493402	2.87186	-155.675	-47.8437
831.969	0.00797116	2.44709	-155.223	-136.953
827.827	0.0111744	1.8166	-52.8558	-239.324
823.726	0.0252272	1.09742	177.139	-322.854
819.666	0.0742195	0.63927	517.429	-362.28
815.645	0.178847	0.379926	920.575	-337.586
811.664	0.365707	0.223041	1375.65	-271.133
807.721	0.654662	0.141036	1864.09	-210.778
803.817	0.935442	0.0829827	2239.12	-122.247
799.95	1	0	2317.61	65.9325
796.12	0.85815	-0.112356	2126.57	301.408
792.327	0.687198	-0.206335	1869.29	447.109
788.569	0.5569	-0.241525	1667.56	461.451
784.847	0.442607	-0.231933	1490.51	397.104
